# Bend, Stretch, theta1, theta1_predicted, error1, theta2, theta2_predicted, error2
59.77,20.27,56.84,55.48,1.35,11.54,13.06,1.52
60.56,20.77,57.88,57.47,0.42,11.64,13.20,1.56
60.53,20.77,58.41,57.49,0.92,11.64,13.20,1.56
59.58,20.77,59.56,58.07,1.49,11.72,13.18,1.46
60.75,21.14,59.99,58.29,1.70,11.65,13.79,2.14
60.31,21.14,60.39,58.76,1.64,11.60,13.53,1.93
60.41,21.25,61.01,58.76,2.25,11.57,13.78,2.20
60.30,21.25,61.03,58.90,2.14,11.62,13.69,2.06
60.20,21.28,61.10,58.99,2.11,11.66,13.73,2.07
60.17,21.28,61.06,59.01,2.05,11.72,13.73,2.01
60.38,21.28,61.08,58.77,2.31,11.77,13.88,2.11
60.36,21.22,60.97,58.82,2.15,11.99,13.64,1.65
60.62,21.22,60.85,58.40,2.45,12.05,13.98,1.93
59.55,21.22,60.68,59.31,1.38,12.14,13.64,1.50
60.34,21.09,60.58,58.67,1.91,12.12,13.46,1.35
60.72,21.09,60.21,58.41,1.80,12.14,13.52,1.38
60.50,20.83,59.35,57.75,1.60,12.11,13.26,1.14
61.28,20.83,59.04,56.99,2.05,12.09,14.25,2.16
60.98,20.25,58.68,54.44,4.24,12.04,14.00,1.96
61.00,20.25,56.62,54.42,2.19,11.99,14.05,2.06
61.11,20.25,55.73,54.30,1.43,11.98,14.65,2.67
61.27,18.86,53.68,55.58,1.90,11.96,13.22,1.27
60.97,18.86,52.64,54.65,2.01,11.88,12.88,0.99
60.00,18.00,49.66,51.84,2.17,11.34,10.85,0.49
58.77,18.00,48.86,50.53,1.68,11.14,11.18,0.04
59.62,16.97,48.10,46.42,1.67,10.96,10.04,0.92
58.66,16.97,46.30,45.73,0.58,10.24,10.05,0.19
58.70,16.97,45.91,45.73,0.18,9.97,10.02,0.05
59.48,16.14,45.04,44.24,0.80,9.62,9.89,0.27
58.72,16.14,44.69,43.15,1.54,9.48,9.42,0.06
58.28,15.62,43.46,41.99,1.47,9.01,9.34,0.34
58.67,15.62,43.02,42.41,0.61,8.81,9.18,0.37
56.88,14.83,42.52,38.71,3.81,8.74,9.20,0.46
57.42,14.83,40.62,38.41,2.20,8.64,8.98,0.34
57.22,14.83,39.99,38.52,1.47,8.57,9.06,0.50
56.05,13.66,38.49,34.62,3.87,8.58,11.54,2.96
55.53,13.66,37.70,34.56,3.15,8.55,11.74,3.19
55.06,12.83,35.21,34.95,0.27,8.49,9.72,1.24
54.48,12.83,34.42,35.27,0.85,8.48,10.49,2.01
53.84,11.75,33.68,27.18,6.50,8.43,17.04,8.61
53.94,11.75,31.47,26.56,4.91,8.22,18.12,9.90
52.59,11.75,30.76,32.82,2.06,8.13,10.23,2.10
51.97,10.62,29.50,23.74,5.77,8.02,22.36,14.34
51.17,10.62,28.92,26.54,2.38,8.05,11.18,3.13
50.83,10.62,27.29,26.94,0.35,7.96,11.01,3.05
50.08,9.73,26.76,23.72,3.04,7.92,18.67,10.75
49.69,9.73,26.19,24.51,1.67,7.94,12.87,4.93
48.72,9.12,24.46,20.70,3.76,7.78,23.76,15.98
47.77,9.12,23.90,22.84,1.06,7.67,15.44,7.77
43.64,8.03,23.28,17.25,6.03,7.56,23.71,16.14
41.64,8.03,21.26,19.93,1.32,7.43,11.39,3.96
40.66,8.03,20.57,20.45,0.12,7.41,11.59,4.18
36.91,6.84,19.26,20.34,1.08,7.27,8.29,1.02
36.34,6.84,18.64,19.86,1.22,7.21,9.17,1.96
36.81,6.06,17.07,18.38,1.31,6.94,7.89,0.96
36.70,6.06,16.64,18.20,1.56,6.80,8.06,1.26
38.58,5.30,16.24,19.34,3.10,6.62,5.92,0.70
39.36,5.30,15.17,19.15,3.99,6.11,5.92,0.18
39.67,5.30,14.92,19.07,4.15,5.93,5.91,0.02
40.98,4.72,14.50,16.93,2.43,5.63,5.73,0.10
41.78,4.72,14.31,16.79,2.48,5.51,5.89,0.38
43.30,4.72,13.73,16.67,2.94,5.15,5.88,0.72
45.11,4.25,13.64,16.31,2.68,5.01,5.62,0.61
45.20,4.25,13.56,16.33,2.78,4.87,5.63,0.76
45.30,4.05,13.13,16.45,3.31,4.64,5.42,0.78
44.95,4.05,13.06,16.37,3.30,4.49,5.37,0.88
45.80,3.91,12.77,15.94,3.18,4.29,5.40,1.11
45.83,3.91,12.68,15.93,3.25,4.20,5.41,1.21
45.08,3.91,12.31,16.34,4.03,4.10,5.24,1.14
45.23,3.75,12.24,15.98,3.74,4.04,5.14,1.10
44.62,3.75,12.20,16.31,4.11,3.98,5.00,1.02
44.95,3.72,12.06,16.08,4.02,4.00,5.05,1.05
45.28,3.72,12.11,15.90,3.79,3.96,5.12,1.16
44.59,3.73,12.15,16.30,4.15,3.97,4.98,1.01
45.84,3.73,12.19,15.62,3.43,3.97,5.26,1.30
45.42,3.73,12.42,15.85,3.43,4.04,5.17,1.13
46.12,3.64,12.53,15.31,2.78,4.11,5.24,1.13
46.95,3.64,12.67,14.86,2.19,4.16,5.43,1.27
47.08,3.70,13.22,14.90,1.68,4.58,5.51,0.93
46.00,3.70,13.49,15.48,1.99,4.76,5.27,0.51
45.14,4.42,14.11,16.45,2.33,5.23,5.76,0.53
45.69,4.42,14.44,16.55,2.11,5.49,5.85,0.36
45.94,4.42,15.67,16.60,0.92,6.38,5.89,0.49
47.70,5.53,16.22,18.33,2.11,6.70,7.01,0.31
49.33,5.53,16.87,19.07,2.19,6.90,10.12,3.22
50.14,6.59,18.85,18.65,0.20,7.54,8.45,0.90
50.91,6.59,19.62,18.65,0.98,7.75,8.73,0.98
54.78,7.75,21.40,19.27,2.14,8.14,11.95,3.82
56.05,7.75,22.33,18.96,3.37,8.30,24.72,16.42
56.69,7.75,25.14,18.87,6.27,8.65,33.41,24.75
58.47,10.09,26.04,14.71,11.33,8.79,57.37,48.58
58.56,10.09,26.94,14.59,12.35,8.88,58.00,49.13
58.86,11.19,29.40,15.43,13.97,9.20,61.11,51.92
59.34,11.19,30.20,14.83,15.38,9.21,66.56,57.35
59.05,12.36,31.86,22.54,9.32,9.27,36.83,27.56
59.59,12.36,32.78,20.27,12.52,9.28,44.69,35.41
59.67,12.36,35.85,19.97,15.88,9.27,45.78,36.52
58.72,14.12,37.06,28.22,8.84,9.11,22.40,13.29
58.42,14.12,38.31,30.02,8.29,8.93,18.84,9.90
58.16,14.12,41.71,32.42,9.29,8.70,15.07,6.37
57.86,15.64,42.75,41.81,0.95,8.63,9.73,1.10
56.67,15.64,43.78,41.39,2.39,8.56,10.71,2.15
56.39,16.42,46.63,42.45,4.18,8.50,11.84,3.34
55.80,16.42,47.52,42.12,5.41,8.57,12.45,3.88
55.89,17.50,49.11,47.23,1.88,8.83,13.26,4.43
55.58,17.50,49.91,46.97,2.94,9.09,13.49,4.40
54.69,17.50,52.42,46.06,6.36,10.02,14.04,4.02
56.02,19.31,53.36,52.93,0.43,10.41,12.99,2.58
55.98,19.31,54.06,52.95,1.11,11.06,12.99,1.92
56.81,20.55,56.42,58.70,2.28,13.27,13.20,0.07
57.20,20.55,57.33,58.46,1.13,14.06,13.19,0.87
56.28,21.84,58.95,61.26,2.31,15.90,15.08,0.82
55.44,21.84,59.65,61.67,2.02,16.86,15.15,1.71
55.02,21.84,61.27,61.56,0.30,19.67,15.26,4.41
53.09,23.23,61.78,59.95,1.83,20.36,21.80,1.44
53.64,23.23,62.12,60.62,1.50,20.99,21.99,1.00
53.70,23.34,62.51,60.83,1.67,22.27,22.22,0.05
54.50,23.33,62.54,61.57,0.97,22.44,20.80,1.64
54.64,23.33,62.56,61.53,1.03,22.41,20.24,2.18
54.06,23.30,62.45,61.21,1.24,22.30,22.00,0.30
54.12,23.30,62.26,61.33,0.93,21.66,21.85,0.18
54.12,23.00,62.19,61.18,1.01,21.42,20.65,0.78
54.20,23.00,62.20,61.19,1.00,21.18,20.38,0.80
54.77,23.00,61.97,61.24,0.73,20.51,18.14,2.37
54.44,22.91,62.06,61.08,0.98,20.34,18.99,1.35
53.75,22.91,62.10,60.39,1.71,20.04,21.18,1.13
54.42,22.84,62.07,61.03,1.04,19.96,18.78,1.17
54.91,22.62,61.81,60.94,0.87,19.89,16.58,3.32
55.17,22.62,61.63,61.02,0.61,19.88,16.01,3.88
55.30,22.62,61.48,61.05,0.43,19.78,15.74,4.04
56.89,21.59,60.57,60.96,0.39,19.29,14.50,4.79
56.78,21.59,60.29,61.01,0.73,18.98,14.51,4.47
57.27,20.55,59.59,58.42,1.17,18.09,13.19,4.91
57.33,20.55,59.19,58.38,0.81,17.54,13.19,4.36
59.27,19.52,58.21,52.61,5.60,15.58,12.69,2.89
59.55,19.52,57.95,53.01,4.94,14.90,12.28,2.62
59.72,19.52,57.59,53.25,4.34,14.31,12.04,2.27
59.97,18.55,56.29,52.56,3.73,12.95,10.90,2.05
60.50,18.55,55.72,53.30,2.42,12.62,11.89,0.73
60.08,18.55,54.67,52.68,1.99,11.82,10.93,0.89
60.42,17.58,54.14,50.78,3.36,11.50,11.94,0.44
60.14,17.58,52.71,50.39,2.32,10.50,11.42,0.92
59.95,16.92,52.19,46.50,5.69,10.22,10.67,0.46
60.33,16.92,51.61,46.99,4.62,9.85,11.37,1.53
59.09,15.75,49.43,43.22,6.20,9.28,9.10,0.18
58.53,15.75,48.58,42.40,6.18,9.16,9.30,0.13
58.28,15.75,46.23,42.16,4.07,9.19,9.45,0.26
57.09,14.00,45.02,35.61,9.42,9.21,10.75,1.54
56.81,14.00,41.24,35.67,5.57,9.37,10.86,1.49
55.41,12.94,40.01,34.61,5.40,9.34,9.56,0.22
55.31,12.94,38.84,34.68,4.16,9.33,9.86,0.52
53.78,11.77,35.66,28.04,7.62,9.15,15.62,6.47
53.62,11.77,34.71,29.09,5.63,9.06,13.92,4.86
52.17,11.77,33.77,33.41,0.36,8.97,10.45,1.49
50.44,10.19,31.03,25.53,5.50,8.56,11.41,2.85
49.55,10.19,30.20,26.48,3.72,8.43,9.80,1.37
47.58,9.23,28.53,24.55,3.98,8.20,11.01,2.81
46.75,9.23,27.77,25.59,2.18,8.06,9.78,1.72
43.14,8.42,25.58,20.59,4.99,7.66,12.41,4.76
41.36,8.42,24.74,21.30,3.45,7.39,13.04,5.65
40.86,8.42,24.48,21.61,2.87,7.30,13.15,5.85
37.88,7.27,23.06,21.48,1.58,6.84,8.55,1.71
36.86,7.27,22.64,20.88,1.76,6.69,10.04,3.35
37.27,6.72,21.82,20.24,1.58,6.48,7.70,1.22
37.45,6.72,21.51,20.36,1.15,6.36,7.47,1.11
36.84,6.42,20.53,18.69,1.84,6.27,8.53,2.26
36.88,6.42,20.21,18.71,1.50,6.27,8.49,2.22
37.09,6.42,19.93,18.80,1.14,6.24,8.27,2.03
38.66,5.73,19.28,19.36,0.08,6.15,6.57,0.42
38.52,5.73,19.13,19.40,0.27,6.13,6.55,0.41
38.91,5.52,18.78,19.27,0.50,6.08,6.30,0.22
38.80,5.52,18.60,19.30,0.70,6.02,6.30,0.27
40.17,5.25,18.15,18.75,0.60,5.88,5.86,0.01
39.97,5.25,18.06,18.84,0.78,5.85,5.86,0.01
39.78,5.25,17.99,18.92,0.93,5.80,5.86,0.06
40.39,5.22,17.71,18.58,0.87,5.81,5.84,0.04
40.56,5.22,17.69,18.47,0.78,5.74,5.90,0.16
41.06,5.31,17.70,18.47,0.77,5.75,6.05,0.30
41.52,5.31,17.75,18.31,0.56,5.74,6.32,0.58
43.92,5.88,18.05,18.50,0.45,5.83,6.97,1.14
45.44,5.88,18.16,18.36,0.20,5.89,7.42,1.54
45.88,5.88,18.36,18.33,0.03,5.94,7.55,1.61
48.20,6.72,19.04,18.74,0.30,6.31,7.65,1.34
50.27,6.72,19.39,18.72,0.67,6.39,8.39,2.00
51.62,7.56,20.23,19.20,1.03,6.51,8.20,1.69
51.94,7.56,20.68,19.20,1.48,6.59,8.32,1.73
55.66,8.88,22.39,14.75,7.64,6.72,35.58,28.86
56.34,8.88,22.98,14.60,8.38,6.86,36.86,30.00
56.30,8.88,23.69,14.63,9.06,6.92,36.62,29.70
57.27,10.42,25.74,16.46,9.27,7.15,53.63,46.48
57.02,10.42,26.46,16.56,9.89,7.23,52.98,45.76
56.61,11.20,27.17,18.47,8.70,7.30,42.52,35.22
57.00,11.20,29.27,17.90,11.38,7.41,44.42,37.01
57.39,12.20,30.02,25.35,4.67,7.40,23.71,16.31
57.86,12.20,31.39,24.06,7.33,7.43,26.55,19.12
57.86,12.20,32.17,24.06,8.11,7.40,26.55,19.15
57.88,13.81,34.53,29.94,4.59,7.38,17.03,9.65
56.69,13.81,35.41,35.02,0.39,7.33,11.09,3.76
58.14,14.91,36.31,38.56,2.25,7.32,8.75,1.43
58.69,14.91,39.46,38.42,1.03,7.04,9.19,2.16
58.20,15.72,40.53,42.05,1.53,6.97,9.52,2.54
59.62,16.41,42.55,44.75,2.20,6.90,10.06,3.16
58.89,16.41,43.48,43.71,0.23,6.90,9.49,2.58
58.95,16.41,46.05,43.75,2.30,6.81,9.51,2.70
58.92,17.25,46.85,47.87,1.02,6.75,10.45,3.70
58.59,17.25,47.63,47.81,0.18,6.76,10.70,3.94
58.48,17.83,49.49,49.86,0.38,6.80,11.28,4.47
58.42,17.83,50.13,49.82,0.31,6.82,11.34,4.53
59.05,18.94,51.50,52.71,1.21,7.02,11.12,4.10
59.20,18.94,52.22,52.81,0.59,7.23,11.01,3.78
59.48,18.94,53.95,52.99,0.96,8.36,10.81,2.45
59.33,20.48,54.64,56.84,2.20,8.80,13.10,4.30
60.02,20.48,55.54,56.44,0.91,9.28,13.09,3.81
59.84,21.16,57.87,59.05,1.18,10.89,13.55,2.66
59.25,21.16,58.48,59.42,0.94,11.42,13.56,2.13
59.03,22.08,59.89,59.27,0.61,12.45,16.13,3.68
58.80,22.08,60.36,59.69,0.66,13.05,15.77,2.72
58.80,22.08,61.22,59.69,1.52,14.62,15.77,1.15
58.03,22.55,61.45,60.16,1.29,15.03,16.95,1.92
58.25,22.55,61.61,60.01,1.60,15.42,17.29,1.86
56.64,22.67,62.00,61.34,0.66,16.31,16.20,0.11
57.20,22.67,62.15,61.19,0.96,16.41,16.48,0.07
56.31,22.84,62.40,61.79,0.60,16.39,15.85,0.54
55.77,22.84,63.12,61.58,1.54,16.21,15.65,0.56
56.17,22.84,63.47,61.83,1.64,16.05,15.78,0.27
56.53,22.84,63.91,61.73,2.17,15.97,15.96,0.01
56.05,22.84,64.11,61.82,2.29,15.94,15.72,0.22
55.53,23.33,64.35,61.66,2.69,16.17,16.75,0.58
55.39,23.33,64.42,61.60,2.83,16.23,17.24,1.01
55.83,23.33,64.46,61.83,2.63,16.31,15.89,0.42
55.45,23.44,64.29,61.66,2.62,16.67,17.52,0.86
55.14,23.44,64.33,61.55,2.78,16.75,18.76,2.01
54.98,23.44,64.29,61.59,2.71,17.01,19.39,2.38
54.47,23.58,64.38,61.94,2.44,17.09,22.09,5.01
54.34,23.58,64.83,61.93,2.90,17.15,22.43,5.28
54.56,23.42,64.87,61.69,3.18,17.21,21.02,3.81
53.78,23.42,64.98,60.99,3.99,17.21,22.40,5.19
55.58,22.94,64.96,61.47,3.49,16.60,15.53,1.07
55.34,22.94,64.93,61.38,3.55,16.28,15.97,0.31
55.08,22.94,64.81,61.28,3.53,15.98,16.68,0.70
56.16,21.97,63.88,61.31,2.57,14.96,15.35,0.39
57.03,21.97,63.69,60.89,2.81,14.39,15.28,0.89
58.16,20.66,62.88,58.43,4.46,13.37,13.18,0.19
58.72,20.66,62.31,58.08,4.23,12.91,13.16,0.24
59.03,19.11,59.71,53.01,6.70,11.78,11.32,0.46
59.06,19.11,58.76,53.03,5.73,11.28,11.29,0.02
59.16,19.11,57.70,53.09,4.61,10.82,11.22,0.40
59.38,16.47,53.54,44.46,9.08,9.92,9.39,0.52
60.19,16.47,52.04,45.67,6.37,9.65,11.07,1.42
60.06,16.47,49.40,45.48,3.92,9.07,10.84,1.77
59.16,14.47,48.21,29.79,18.42,8.82,23.49,14.67
58.88,14.47,44.31,32.88,11.43,8.69,17.45,8.76
57.89,13.52,43.08,27.88,15.20,8.74,20.09,11.36
57.33,13.52,42.03,30.13,11.90,8.70,15.65,6.94
56.34,12.09,38.78,26.02,12.75,8.74,22.09,13.35
55.16,12.09,37.68,28.89,8.80,8.77,14.97,6.20
54.06,12.09,35.66,33.27,2.38,8.66,8.19,0.47
51.06,10.16,34.62,23.79,10.83,8.56,21.60,13.04
50.41,10.16,31.42,25.37,6.05,8.11,11.80,3.69
46.81,9.00,30.46,22.65,7.81,7.94,17.36,9.43
46.06,9.00,29.50,24.12,5.38,7.78,14.58,6.81
40.47,7.97,26.64,20.43,6.22,7.17,11.23,4.06
38.84,7.97,25.74,21.31,4.43,7.04,11.47,4.43
38.06,7.97,24.26,21.76,2.50,6.79,11.53,4.74
37.08,6.88,23.59,20.54,3.05,6.66,8.11,1.44
36.33,6.88,21.94,19.90,2.04,6.37,9.28,2.91
36.86,6.34,21.53,18.33,3.20,6.34,8.57,2.23
37.02,6.34,21.16,18.51,2.64,6.33,8.29,1.96
37.52,6.08,20.42,19.51,0.91,6.24,6.83,0.59
37.48,6.08,20.19,19.46,0.73,6.28,6.88,0.60
37.75,6.08,20.00,19.67,0.33,6.29,6.69,0.40
37.91,5.95,19.95,19.62,0.33,6.27,6.60,0.33
37.84,5.95,19.79,19.63,0.16,6.18,6.59,0.41
37.67,5.88,19.79,19.67,0.12,6.12,6.49,0.37
38.02,5.88,19.71,19.57,0.14,6.12,6.56,0.44
38.77,5.83,19.58,19.34,0.24,6.10,6.67,0.56
38.17,5.83,19.54,19.52,0.02,6.07,6.55,0.49
40.14,6.17,19.53,18.93,0.60,6.06,7.14,1.08
40.86,6.17,19.73,18.70,1.03,6.22,7.17,0.95
41.53,6.17,19.88,18.50,1.39,6.25,7.19,0.94
46.84,7.20,20.32,17.72,2.61,6.37,14.20,7.83
47.83,7.20,20.74,19.03,1.72,6.36,7.37,1.01
50.77,8.59,22.31,14.42,7.88,6.53,33.72,27.19
52.42,8.59,22.99,14.37,8.63,6.56,31.24,24.68
55.50,10.67,23.81,18.85,4.95,6.63,43.32,36.69
56.28,10.67,26.69,17.74,8.95,6.81,47.07,40.27
57.20,10.67,27.74,16.65,11.09,6.90,51.25,44.35
58.30,12.89,29.73,28.79,0.93,7.19,20.25,13.06
58.09,12.89,30.85,29.00,1.84,7.27,18.57,11.30
58.48,12.89,34.17,28.60,5.57,7.34,21.87,14.52
58.98,14.72,35.23,37.27,2.04,7.39,11.68,4.29
59.47,14.72,36.33,32.37,3.96,7.38,22.21,14.83
59.58,14.72,40.00,31.23,8.77,7.09,24.80,17.72
58.81,16.59,41.25,43.97,2.72,7.03,9.48,2.45
58.67,16.59,44.96,43.87,1.08,6.85,9.53,2.68
58.77,17.66,48.52,49.57,1.05,6.88,10.81,3.93
58.91,17.66,49.51,49.73,0.22,7.01,10.70,3.69
59.30,18.77,51.33,52.56,1.23,7.31,10.89,3.59
59.56,18.77,52.20,52.73,0.52,7.47,10.71,3.23
59.16,18.77,54.18,52.47,1.71,8.22,10.99,2.77
59.12,19.66,54.73,52.78,1.95,8.56,12.95,4.39
59.48,19.66,55.27,52.69,2.58,8.80,12.91,4.11
58.36,20.44,57.03,57.19,0.16,9.80,13.13,3.33
58.12,20.44,57.55,57.34,0.22,10.20,13.14,2.93
58.28,21.58,58.40,60.31,1.91,11.08,14.34,3.25
57.84,21.58,60.32,60.49,0.17,12.84,14.39,1.55
57.95,21.58,60.77,60.44,0.33,13.21,14.38,1.18
57.23,22.44,61.14,60.78,0.36,13.50,16.24,2.74
56.61,22.44,62.10,61.04,1.07,14.13,16.31,2.17
56.81,22.44,62.34,60.98,1.35,14.27,16.28,2.00
56.67,22.78,62.81,61.56,1.25,14.52,16.10,1.58
55.84,22.78,63.10,61.61,1.49,14.55,15.72,1.17
56.64,23.03,63.17,62.09,1.09,14.85,15.96,1.12
56.31,23.03,63.26,62.17,1.10,14.88,15.66,0.79
56.28,23.03,63.23,62.14,1.09,14.91,15.65,0.74
55.91,23.03,63.05,61.81,1.24,14.85,15.55,0.70
56.20,23.03,63.00,62.07,0.93,14.78,15.63,0.85
55.78,22.72,62.71,61.52,1.19,14.77,15.74,0.97
56.02,22.72,62.56,61.61,0.95,14.42,15.83,1.41
55.59,22.72,62.48,61.36,1.13,14.41,15.69,1.29
55.33,22.52,62.36,61.00,1.35,14.27,15.77,1.50
55.34,22.52,62.42,61.02,1.40,14.22,15.77,1.55
55.61,22.47,62.73,61.19,1.55,14.00,15.88,1.89
55.03,22.47,62.77,60.82,1.96,13.92,16.14,2.21
55.80,22.39,62.68,60.97,1.71,13.86,16.06,2.20
55.34,22.39,62.21,60.94,1.27,13.66,15.86,2.20
54.94,22.39,62.03,60.71,1.32,13.56,16.26,2.70
56.72,21.61,61.23,61.04,0.19,13.07,14.55,1.48
58.27,21.61,60.66,60.30,0.36,12.81,14.41,1.60
59.20,20.39,58.38,56.44,1.94,11.71,13.09,1.38
59.80,20.39,57.38,56.10,1.28,11.26,13.08,1.82
58.95,18.66,56.55,52.15,4.41,10.69,11.11,0.42
59.31,18.66,53.40,52.37,1.03,9.32,10.85,1.53
59.36,18.66,52.33,52.40,0.07,8.98,10.82,1.84
59.16,16.91,50.22,45.38,4.84,8.39,9.82,1.43
59.98,16.91,49.25,46.42,2.83,8.17,10.70,2.53
60.06,16.00,45.63,44.97,0.65,8.15,11.19,3.04
58.72,16.00,44.39,42.91,1.48,8.20,9.40,1.21
58.17,14.36,43.01,36.72,6.28,8.23,9.89,1.67
57.28,14.36,38.42,36.77,1.66,8.42,9.91,1.50
55.52,14.36,36.88,36.59,0.29,8.37,9.84,1.48
53.05,11.16,34.05,23.24,10.81,8.20,23.98,15.79
51.95,11.16,32.75,27.30,5.45,8.12,12.73,4.61
50.12,11.16,29.40,28.85,0.55,7.74,12.13,4.39
47.22,9.19,28.52,24.57,3.95,7.57,11.49,3.91
47.14,9.19,27.81,24.69,3.12,7.36,11.30,3.93
43.36,8.39,25.92,20.03,5.89,7.13,15.03,7.90
42.62,8.39,25.39,20.52,4.87,7.01,12.58,5.57
39.69,7.61,24.36,20.64,3.72,6.80,9.86,3.06
38.34,7.61,23.92,21.26,2.67,6.70,10.34,3.64
37.80,7.61,22.80,21.52,1.27,6.49,10.40,3.90
37.12,6.66,22.46,19.89,2.57,6.45,7.93,1.47
37.77,6.66,22.14,20.19,1.94,6.39,7.25,0.86
39.23,6.06,21.47,19.22,2.26,6.12,6.91,0.79
38.94,6.06,21.29,19.31,1.97,6.05,6.87,0.82
40.34,5.73,21.00,18.86,2.14,5.85,6.66,0.81
40.17,5.73,20.86,18.91,1.95,5.74,6.66,0.92
41.06,5.73,20.51,18.68,1.83,5.34,6.66,1.32
43.02,4.88,20.42,17.03,3.39,5.14,6.14,0.99
43.33,4.88,20.33,17.02,3.32,4.97,6.12,1.16
44.66,4.41,19.99,16.33,3.66,4.35,5.68,1.33
44.09,4.41,19.89,16.23,3.66,4.13,5.59,1.47
44.86,4.19,19.61,16.28,3.33,3.81,5.51,1.70
44.41,4.19,19.47,16.18,3.30,3.72,5.45,1.73
44.55,4.19,19.29,16.21,3.08,3.55,5.47,1.92
45.02,3.91,19.23,16.37,2.86,3.55,5.23,1.67
45.28,3.91,19.18,16.22,2.96,3.61,5.29,1.68
44.97,3.91,19.30,16.39,2.90,3.73,5.22,1.49
45.78,3.91,19.42,15.95,3.46,3.80,5.40,1.60
46.22,3.91,19.62,15.71,3.90,4.09,5.50,1.41
48.02,4.48,19.85,15.94,3.91,4.21,6.38,2.17
48.67,5.72,20.79,18.68,2.11,4.90,7.34,2.44
50.06,5.72,21.30,19.41,1.89,5.05,14.09,9.04
50.41,6.77,21.90,18.75,3.15,5.19,8.40,3.21
50.64,6.77,23.83,18.75,5.08,5.63,8.49,2.86
52.91,8.31,24.63,14.73,9.90,5.73,26.81,21.08
53.52,8.31,26.25,15.20,11.05,5.86,26.75,20.89
53.62,8.31,27.06,15.32,11.74,5.95,26.65,20.69
54.89,10.62,28.73,19.64,9.09,6.18,40.90,34.72
54.53,10.62,31.35,20.17,11.18,6.56,39.14,32.59
55.34,10.62,32.24,18.97,13.27,6.70,43.11,36.40
55.83,12.84,33.16,32.50,0.66,6.81,11.43,4.62
56.05,12.84,36.38,31.45,4.93,6.93,12.85,5.92
54.69,14.34,37.62,36.34,1.28,6.88,10.39,3.52
55.64,14.34,40.43,36.56,3.87,6.78,9.89,3.11
55.91,16.19,41.84,41.84,0.00,6.74,12.14,5.40
55.42,16.19,46.29,41.35,4.95,6.53,12.66,6.13
55.80,16.19,47.72,41.79,5.93,6.61,12.27,5.66
56.22,18.38,49.11,49.90,0.78,6.70,13.12,6.42
56.28,18.38,52.71,49.94,2.77,7.45,13.07,5.62
57.06,19.61,53.74,53.79,0.05,7.79,13.01,5.22
56.89,19.61,55.54,53.90,1.64,8.64,13.01,4.38
57.56,20.48,56.34,57.92,1.58,9.00,13.17,4.17
56.55,20.48,58.02,58.55,0.52,10.13,13.20,3.07
56.47,20.48,58.47,58.60,0.13,10.63,13.21,2.58
56.61,21.42,59.00,61.10,2.10,10.93,14.17,3.23
55.84,21.42,60.37,61.48,1.11,12.25,14.23,1.98
56.20,22.38,60.83,60.83,0.00,12.90,16.28,3.38
55.67,22.38,61.75,60.97,0.78,14.43,16.01,1.58
55.27,23.44,62.19,61.59,0.59,15.36,18.27,2.91
54.28,23.44,63.41,61.71,1.69,18.48,22.03,3.56
52.92,23.44,63.73,60.29,3.44,19.66,21.77,2.11
52.73,24.48,63.96,62.74,1.22,20.89,24.74,3.85
51.86,24.48,64.05,62.97,1.09,22.16,25.40,3.24
51.94,25.03,64.19,64.65,0.45,23.34,28.32,4.98
52.20,25.03,64.63,64.56,0.07,26.42,28.16,1.75
51.62,25.33,64.77,64.09,0.68,27.26,30.38,3.12
51.97,25.33,64.78,64.41,0.37,28.03,30.31,2.29
52.06,25.33,64.96,64.49,0.47,29.42,30.29,0.88
51.02,25.48,65.00,63.17,1.83,29.67,31.73,2.06
51.00,25.48,65.22,63.15,2.08,29.71,31.74,2.04
51.53,25.48,65.23,63.67,1.56,29.97,31.53,1.57
51.17,25.48,65.37,63.34,2.03,29.89,31.61,1.72
50.81,25.48,65.52,62.94,2.58,29.62,31.90,2.29
50.28,25.34,65.56,62.58,2.98,29.51,31.55,2.04
50.45,25.34,65.39,62.78,2.62,29.14,31.40,2.26
50.44,25.34,65.40,62.76,2.64,28.89,31.41,2.52
51.03,25.16,65.50,63.74,1.75,28.55,29.81,1.26
51.05,25.16,65.04,63.76,1.28,27.90,29.79,1.89
51.55,24.83,64.92,64.12,0.80,27.71,27.51,0.20
51.97,24.83,64.71,64.01,0.70,27.07,27.19,0.12
53.33,23.73,64.53,60.99,3.54,26.66,22.49,4.16
54.56,23.73,63.82,62.09,1.73,24.67,22.58,2.09
53.83,23.73,63.61,61.24,2.37,23.76,23.06,0.69
53.92,21.34,63.22,62.26,0.96,22.78,15.47,7.32
54.47,21.34,61.51,62.15,0.64,19.24,14.18,5.06
55.61,21.34,60.85,61.59,0.74,17.91,14.08,3.82
56.95,18.19,60.11,50.01,10.10,16.56,12.49,4.07
56.50,18.19,56.59,49.73,6.86,13.02,12.83,0.19
56.84,18.19,55.10,49.94,5.16,12.09,12.57,0.48
56.52,15.73,52.10,41.46,10.64,10.61,10.98,0.37
56.14,15.73,50.60,41.26,9.33,10.03,11.40,1.37
55.80,14.00,45.79,35.60,10.19,9.03,10.84,1.82
54.80,14.00,44.34,35.34,9.00,8.85,10.97,2.12
54.30,11.84,42.93,27.00,15.93,8.73,17.63,8.90
52.73,11.84,38.95,33.50,5.45,8.35,9.64,1.29
